Point X,Point Y,Street Address,City,Postal Code,Planting Site Width,Planting Site Length,Planting Site Id,Custom Id,Updated At,Updated By,Tree Id,Tree Present,Genus,Species,Cultivar,Other Part Of Name,Common Name,Diameter,Tree Height,Canopy Height,Date Planted,Date Removed,Tree: Canopy Condition,Tree: Stewardship,Tree: Tree Condition,Planting Site: Plot Type,Planting Site: Powerlines Overhead,Planting Site: Sidewalk Damage,Planting Site: Stewardship
-75.1472706788,39.9525092011,401-499 Arch St,Philadelphia,19106,,,361052,,2014-09-29T22:19:40.383840+00:00,ptmadmin,280050,True,Acer,campestre,,,Hedge maple,,,,,,,,,,,,
-75.1498769992,39.9535102758,,Philadelphia,19106,,,368359,,2014-09-29T22:19:45.965713+00:00,ptmadmin,280287,True,Quercus,alba,,,White oak,,,,,,,,,,,,
-75.1526529485,39.9482586384,128 S 7th St,Philadelphia,19106,,,369358,,2014-09-29T22:20:10.784056+00:00,ptmadmin,281325,True,Acer,campestre,,,Hedge maple,,,,,,,,,,,,
-75.1506716518,39.9498799235,2-28 South 6th Street,Philadelphia,19106,,,369683,,2014-09-29T22:20:18.822028+00:00,ptmadmin,281669,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.152085963,39.9494382491,615 Chestnut Street,Philadelphia,19106,,,369745,,2014-09-29T22:20:19.932722+00:00,ptmadmin,281718,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1451321032,39.9485826867,,Philadelphia,19106,,,340932,,2014-09-29T22:20:21.053924+00:00,ptmadmin,281767,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1451896258,39.9484418078,200 Chestnut St,Philadelphia,19106,,,360897,,2014-09-29T22:20:21.123497+00:00,ptmadmin,281770,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1474134832,39.9504523335,,Philadelphia,19106,,,369885,,2014-09-29T22:20:23.270406+00:00,ptmadmin,281862,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1474955383,39.9489703631,51 South 4th Street,Philadelphia,19106,,,370096,,2014-09-29T22:20:28.329868+00:00,ptmadmin,282084,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1466699839,39.9493631394,321 Chestnut St,Philadelphia,19106,,,3096540,,2018-04-07T22:17:12.709749+00:00,leedelap,2753450,True,Maclura,pomifera,,,Osage orange,,,,,,,,,,,,
-75.1435916126,39.9507815012,24 N 2nd St,Philadelphia,19106,,,3096541,,2018-04-07T22:19:34.918324+00:00,leedelap,2753451,True,Magnolia,grandiflora,,,Southern magnolia,,,,,,,,,,,,
-75.143622458,39.9508524391,N American St,Philadelphia,19106,,,3096542,,2018-04-07T22:19:54.740836+00:00,leedelap,2753452,True,Maclura,pomifera,,,Osage orange,,,,,,,,,,,,
-75.1438933611,39.9508061753,210 Filbert St,Philadelphia,19106,,,3096543,,2018-04-07T22:19:42.559382+00:00,leedelap,2753453,True,Aucuba,spp,,,Acuba,,,,,,,,,,,,
-75.1448584199,39.952371109,111 N 3rd St,Philadelphia,19106,,,3096544,,2018-04-07T22:21:22.653084+00:00,leedelap,2753454,True,Magnolia,grandiflora,,,Southern magnolia,,,,,,,,,,,,
-75.150334686,39.9476920336,530 Walnut St,Philadelphia,19106,,,3103270,,2018-04-11T13:46:51.485484+00:00,ljbrisson,2760179,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1503990591,39.9477773685,530 Walnut St,Philadelphia,19106,,,3103271,,2018-04-11T13:55:43.329840+00:00,ljbrisson,2760180,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1502729952,39.9480045851,551 Walnut St,Philadelphia,19106,,,3103272,,2018-04-11T13:57:28.372445+00:00,ljbrisson,2760181,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1506833732,39.9479254192,S 6th St,Philadelphia,19106,,,3103273,,2018-04-11T13:57:58.943187+00:00,ljbrisson,2760182,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1506270468,39.9480241195,S 6th St,Philadelphia,19106,,,3103274,,2018-04-11T14:00:36.073960+00:00,ljbrisson,2760183,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1508174837,39.9480508508,S 6th St,Philadelphia,19106,,,3103275,,2018-04-11T13:59:40.390650+00:00,ljbrisson,2760184,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1509381831,39.9479871069,S 6th St,Philadelphia,19106,,,3103276,,2018-04-11T14:00:03.013597+00:00,ljbrisson,2760185,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1506927609,39.9483736819,400 Sansom St,Philadelphia,19106,,,3103277,,2018-04-11T14:01:42.341731+00:00,ljbrisson,2760186,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1505023241,39.9483387257,400 Sansom St,Philadelphia,19106,,,3103278,,2018-04-11T14:02:15.025792+00:00,ljbrisson,2760187,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1501831412,39.9483114805,400 Sansom St,Philadelphia,19106,,,3103279,,2018-04-11T14:02:45.693020+00:00,ljbrisson,2760188,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1503179222,39.9480863212,555 Walnut St,Philadelphia,19106,,,3103280,,2018-04-11T14:02:56.501389+00:00,ljbrisson,2760189,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1501885056,39.9481942744,154 S 5th St,Philadelphia,19106,,,3103281,,2018-04-11T14:03:10.670091+00:00,ljbrisson,2760190,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1493476331,39.9514004061,20 N 5th St,Philadelphia,19106,,,3089439,,2018-01-13T00:41:17.739418+00:00,leedelap,2747095,True,Liriodendron,tulipifera,,,Tulip tree,,,,,,,,,,,,
-75.1516248402,39.9531676644,,Philadelphia,19106,,,367987,,2014-09-29T22:19:36.744826+00:00,ptmadmin,279912,True,Quercus,shumardii,,,Shumard oak,,,,,,,,,,,,
-75.1512133588,39.9509473203,601-699 Market Street,Philadelphia,19106,,,369720,,2014-09-29T22:20:19.278640+00:00,ptmadmin,281689,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1462254983,39.9522232133,320 Arch Street,Philadelphia,19106,,,369883,,2014-09-29T22:20:23.787126+00:00,ptmadmin,281885,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1467189826,39.9562471541,,Philadelphia,19106,,,366859,,2014-09-29T22:19:11.367879+00:00,ptmadmin,278836,True,Pyrus,calleryana,,,Callery pear,,,,,,,,,,,,
-75.1458772896,39.9535179395,109 North Orianna Street,Philadelphia,19106,,,368409,,2014-09-29T22:19:47.218112+00:00,ptmadmin,280338,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.150350334,39.9527474784,,Philadelphia,19106,,,369681,,2014-09-29T22:20:18.367281+00:00,ptmadmin,281649,True,Pyrus,calleryana,,,Callery pear,,,,,,,,,,,,
-75.145076774,39.9501795401,,Philadelphia,19106,,,369867,,2014-09-29T22:20:22.867500+00:00,ptmadmin,281844,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1473568411,39.9495956196,21-39 South 4th Street,Philadelphia,19106,,,370102,,2014-09-29T22:20:28.443636+00:00,ptmadmin,282089,True,Tilia,tomentosa,,,Silver linden,,,,,,,,,,,,
-75.1435671475,39.9509285418,16 Filbert Street,Philadelphia,19106,,,370141,,2014-09-29T22:20:29.197190+00:00,ptmadmin,282121,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1452998655,39.9561133298,300-312 N Orianna St,Philadelphia,19106,,,366904,,2014-09-29T22:19:11.967767+00:00,ptmadmin,278858,True,Pyrus,calleryana,,,Callery pear,,,,,,,,,,,,
-75.1521302888,39.9501284681,13-25 South 7th Street,Philadelphia,19106,,,369749,,2014-09-29T22:20:20.048234+00:00,ptmadmin,281723,True,Ulmus,americana,,,American elm,,,,,,,,,,,,
-75.1429952508,39.9531541387,141 North 2nd Street,Philadelphia,19106,,,368286,,2014-09-29T22:19:43.273685+00:00,ptmadmin,280173,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1472525421,39.9472673403,325 Walnut Street,Philadelphia,19106,,,369965,,2014-09-29T22:20:25.228081+00:00,ptmadmin,281949,True,Ulmus,americana,,,American elm,,,,,,,,,,,,
-75.1478836306,39.9570146927,,Philadelphia,19106,,,366906,,2014-09-29T22:19:12.530160+00:00,ptmadmin,278880,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1431964182,39.9521950428,101-131 North 2nd Street,Philadelphia,19106,,,368267,,2014-09-29T22:19:43.464803+00:00,ptmadmin,280181,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1460631887,39.9503028288,,Philadelphia,19106,,,369876,,2014-09-29T22:20:23.068203+00:00,ptmadmin,281853,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1460926116,39.9478217162,143 S 3rd St,Philadelphia,19106,,,369962,,2014-09-29T22:20:25.160522+00:00,ptmadmin,281946,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1519336056,39.9530568304,701 Arch Street,Philadelphia,19106,,,367924,,2014-09-29T22:19:35.046401+00:00,ptmadmin,279838,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1513914416,39.9542377885,132-154 N 7th St,Philadelphia,19106,,,359279,,2014-09-29T22:19:36.888502+00:00,ptmadmin,279918,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1458723599,39.9554109214,318-398 New Street,Philadelphia,19106,,,368253,,2014-09-29T22:19:43.108826+00:00,ptmadmin,280166,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.143156677,39.9527905925,120 N 2nd St,Philadelphia,19106,,,368304,,2014-09-29T22:19:43.342656+00:00,ptmadmin,280176,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1528651812,39.9511223985,Market St & 8th St - MBNS,Philadelphia,19106,,,369227,,2014-09-29T22:20:07.059094+00:00,ptmadmin,281164,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1539270842,39.9492872741,101-107 South 8th Street,Philadelphia,19106,,,369379,,2014-09-29T22:20:10.854385+00:00,ptmadmin,281328,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1516131979,39.9532441004,,Philadelphia,19106,,,367988,,2014-09-29T22:19:36.767037+00:00,ptmadmin,279913,True,Quercus,robur,,,English oak,,,,,,,,,,,,
-75.1477896384,39.956192179,,Philadelphia,19106,,,368204,,2014-09-29T22:19:41.973189+00:00,ptmadmin,280118,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.1450298093,39.9527297178,119 North 3rd Street,Philadelphia,19106,,,368298,,2014-09-29T22:19:44.880803+00:00,ptmadmin,280241,True,Tilia,cordata,,,Littleleaf linden,,,,,,,,,,,,
-75.154879698,39.9513708261,,Philadelphia,19107,,,369236,,2014-09-29T22:20:07.300424+00:00,ptmadmin,281174,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1535313461,39.949524206,,Philadelphia,19106,,,369289,,2014-09-29T22:20:08.515713+00:00,ptmadmin,281227,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.1467683425,39.9503871263,301-399 Market Street,Philadelphia,19106,,,369881,,2014-09-29T22:20:23.180135+00:00,ptmadmin,281858,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.151727169,39.9530402459,,Philadelphia,19106,,,367908,,2014-09-29T22:19:35.002192+00:00,ptmadmin,279836,True,Quercus,palustris,,,Pin oak,,,,,,,,,,,,
-75.1462060329,39.9532247459,346 Cherry St,Philadelphia,19106,,,361318,,2014-09-29T22:19:47.172402+00:00,ptmadmin,280337,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.142960391,39.9500459281,Market St & 2nd St - MBNS,Philadelphia,19106,,,369853,,2014-09-29T22:20:22.522307+00:00,ptmadmin,281829,True,Acer,truncatum x platanoides,,,Norwegian sunset maple,,,,,,,,,,,,
-75.1445825055,39.9521485783,229 Arch Street,Philadelphia,19106,5.0,4.0,463278,,2014-09-29T22:44:30.383599+00:00,azavea_zero_rep_test,335039,True,Platanus,x acerifolia,,,London planetree,2.5,,,2013-04-01,,,,,Well/Pit,No,,
-75.1479847859,39.9538533579,,Philadelphia,19106,,,368385,,2014-09-29T22:19:46.487543+00:00,ptmadmin,280309,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1540011706,39.9489463598,,Philadelphia,19106,,,369382,,2014-09-29T22:20:10.926491+00:00,ptmadmin,281331,True,Quercus,bicolor,,,Swamp white oak,,,,,,,,,,,,
-75.146105291,39.9565366974,310 York Ave,Philadelphia,19106,,,366838,,2014-09-29T22:19:11.548218+00:00,ptmadmin,278844,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1502633409,39.9528723243,,Philadelphia,19106,,,368126,,2014-09-29T22:19:40.077011+00:00,ptmadmin,280037,True,Pyrus,calleryana,,,Callery pear,,,,,,,,,,,,
-75.1452753026,39.9516707081,47 N 3rd St,Philadelphia,19106,,,370122,,2014-09-29T22:20:29.150786+00:00,ptmadmin,282119,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1424556971,39.9556667904,300 N 2nd St,Phila,19106,,,463697,,2014-10-02T12:44:10.306963+00:00,joeschiavo,335460,True,Zelkova,serrata,,,Japanese zelkova,4.0,16.0,,,,,,,,,,
-75.1462684276,39.9501878901,310 Market Street,Philadelphia,19106,,,369824,,2014-09-29T22:20:21.836531+00:00,ptmadmin,281801,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1447048511,39.9469653769,201 Walnut St,Philadelphie,19106,,,369949,,2014-09-29T22:20:24.868753+00:00,ptmadmin,281933,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1460839596,39.956360612,304 York Ave,Philadelphia,19106,,,340694,,2014-09-29T22:19:11.594544+00:00,ptmadmin,278846,True,Liquidambar,styraciflua,,,Sweetgum,,,,,,,,,,,,
-75.1461755074,39.9486019106,300-350 Chestnut Street,Philadelphia,19106,,,369801,,2014-09-29T22:20:21.330124+00:00,ptmadmin,281779,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1460458499,39.9477879377,143 S 3rd St,Philadelphia,19106,,,369961,,2014-09-29T22:20:25.138880+00:00,ptmadmin,281945,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1433685058,39.9473159646,,Philadelphia,19106,,,370216,,2014-09-29T22:20:31.989011+00:00,ptmadmin,282239,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1428922174,39.9550856656,,Philadelphia,19106,,,368236,,2014-09-29T22:19:42.685057+00:00,ptmadmin,280148,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1459806456,39.9559286018,237-299 North 4th Street,Philadelphia,19106,,,368337,,2014-09-29T22:19:45.334611+00:00,ptmadmin,280260,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1489546718,39.9489583227,462-498 Chestnut St,Philadelphia,19106,,,369811,,2014-09-29T22:20:21.536381+00:00,ptmadmin,281788,True,Tilia,cordata,,,Littleleaf linden,,,,,,,,,,,,
-75.1498503412,39.9537097285,150 N 6th St,Philadelphia,19106,,,368357,,2014-09-29T22:19:45.918825+00:00,ptmadmin,280285,True,Quercus,alba,,,White oak,,,,,,,,,,,,
-75.149900741,39.9533239704,100 North 6th Street,Philadelphia,19106,,,368361,,2014-09-29T22:19:46.011033+00:00,ptmadmin,280289,True,Quercus,alba,,,White oak,,,,,,,,,,,,
-75.1540965628,39.9485064847,131 South 8th Street,Philadelphia,19106,,,369385,,2014-09-29T22:20:10.998260+00:00,ptmadmin,281334,True,Ulmus,x homestead,,,Homestead elm,,,,,,,,,,,,
-75.1462969164,39.9487290242,,Philadelphia,19106,,,369773,,2014-09-29T22:20:20.607096+00:00,ptmadmin,281748,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1431918686,39.9518677378,134-198 Arch St,Philadelphia,19106,,,369919,,2014-09-29T22:20:23.965999+00:00,ptmadmin,281893,True,Pyrus,calleryana,,,Callery pear,,,,,,,,,,,,
-75.1501312855,39.9514384643,,Philadelphia,19106,,,369990,,2014-09-29T22:20:25.835070+00:00,ptmadmin,281976,True,Quercus,bicolor,,,Swamp white oak,,,,,,,,,,,,
-75.1468668897,39.9562340583,,Philadelphia,19106,,,366860,,2014-09-29T22:19:11.390718+00:00,ptmadmin,278837,True,Tilia,tomentosa,,,Silver linden,,,,,,,,,,,,
-75.1486816248,39.9526714183,,Philadelphia,19106,,,368136,,2014-09-29T22:19:40.313459+00:00,ptmadmin,280047,True,Celtis,occidentalis,,,Northern hackberry,,,,,,,,,,,,
-75.1489766715,39.9507898917,,Philadelphia,19106,,,370013,,2014-09-29T22:20:26.453061+00:00,ptmadmin,282002,True,Quercus,acutissima,,,Sawtooth oak,,,,,,,,,,,,
-75.146911988,39.9514594614,25 North 4th Street,Philadelphia,19106,,,370114,,2014-09-29T22:20:28.673048+00:00,ptmadmin,282099,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1459597082,39.9484169605,101-131 S 3rd St,Philadelphia,19106,,,370109,,2014-09-29T22:20:29.004907+00:00,ptmadmin,282113,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1467680583,39.9568076839,,Philadelphia,19106,,,366901,,2014-09-29T22:19:12.391545+00:00,ptmadmin,278874,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1463083661,39.9544561625,,Philadelphia,19106,,,368330,,2014-09-29T22:19:45.192935+00:00,ptmadmin,280254,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1456819167,39.9531617888,,Philadelphia,19106,,,368404,,2014-09-29T22:19:47.028089+00:00,ptmadmin,280331,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.153670611,39.9512259805,2-30 North 8th Street,Philadelphia,19106,,,369531,,2014-09-29T22:20:14.709635+00:00,ptmadmin,281491,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.151674925,39.9510068216,,Philadelphia,19106,,,369727,,2014-09-29T22:20:19.457134+00:00,ptmadmin,281697,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1518442388,39.9494092701,609-615 Chestnut St,Philadelphia,19106,,,369742,,2014-09-29T22:20:19.841173+00:00,ptmadmin,281714,True,Ulmus,parvifolia,,,Chinese elm,,,,,,,,,,,,
-75.1454689415,39.9521454563,300-318 Arch Street,Philadelphia,19106,,,369912,,2014-09-29T22:20:23.854011+00:00,ptmadmin,281888,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1451913065,39.9488659791,,Philadelphia,19106,,,370236,,2014-09-29T22:20:32.501980+00:00,ptmadmin,282260,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1419363529,39.9517077899,106 Arch Street,Philadelphia,19106,,,369923,,2014-09-29T22:20:24.126834+00:00,ptmadmin,281900,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1492876787,39.9493268764,,Philadelphia,19106,,,370033,,2014-09-29T22:20:26.932648+00:00,ptmadmin,282023,True,Quercus,acutissima,,,Sawtooth oak,,,,,,,,,,,,
-75.1531044207,39.9494735395,,Philadelphia,19106,,,369285,,2014-09-29T22:20:08.426188+00:00,ptmadmin,281223,True,Celtis,occidentalis,,,Northern hackberry,,,,,,,,,,,,
-75.144735895,39.9485290198,,Philadelphia,19106,,,369787,,2014-09-29T22:20:20.959189+00:00,ptmadmin,281763,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1434600514,39.9509365714,35 North 2nd Street,Philadelphia,19106,,,370145,,2014-09-29T22:20:29.300384+00:00,ptmadmin,282125,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1424020529,39.9556051097,154 Vine St,Phila,19106,,,463693,,2014-10-02T12:41:18.980424+00:00,joeschiavo,335456,True,Platanus,x acerifolia,,,London planetree,4.0,18.0,,,,,,,,,,
-75.1494014877,39.9558580711,238-298 North 6th Street,Philadelphia,19106,,,368189,,2014-09-29T22:19:41.720727+00:00,ptmadmin,280107,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1464915316,39.9535018598,133 North 4th Street,Philadelphia,19106,,,368325,,2014-09-29T22:19:45.069758+00:00,ptmadmin,280249,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.1513306749,39.9509611396,601 Market Street,Philadelphia,19106,,,369721,,2014-09-29T22:20:19.301866+00:00,ptmadmin,281690,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1422456532,39.9500287737,,Philadelphia,19106,,,369850,,2014-09-29T22:20:22.454394+00:00,ptmadmin,281826,True,Acer,truncatum x platanoides,,,Norwegian sunset maple,,,,,,,,,,,,
-75.1494151297,39.947663534,177-199 South Independence Mall East,Philadelphia,19106,,,370039,,2014-09-29T22:20:27.051709+00:00,ptmadmin,282028,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1476626381,39.9486326486,100-140 S 4th St,Philadelphie,19106,,,370081,,2014-09-29T22:20:27.988374+00:00,ptmadmin,282069,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1476900557,39.9485366621,100-140 S 4th St,Independence National Historical Park,19106,,,370100,,2014-09-29T22:20:28.010765+00:00,ptmadmin,282070,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1469578295,39.9513366575,25 North 4th Street,Philadelphia,19106,,,370140,,2014-09-29T22:20:28.649686+00:00,ptmadmin,282098,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1459823529,39.9566675147,406 Wood Street,Philadelphia,19106,,,366889,,2014-09-29T22:19:12.276794+00:00,ptmadmin,278869,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1518816638,39.9565025735,,Philadelphia,19106,,,367950,,2014-09-29T22:19:36.049654+00:00,ptmadmin,279882,True,Ginkgo,biloba,,,Ginkgo,,,,,,,,,,,,
-75.1514703964,39.9493621678,601-615 Chestnut Street,Philadelphia,19106,,,369738,,2014-09-29T22:20:19.729434+00:00,ptmadmin,281709,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1501715507,39.9513230285,25-45 North 6th Street,Philadelphia,19106,,,369989,,2014-09-29T22:20:25.812312+00:00,ptmadmin,281975,True,Quercus,bicolor,,,Swamp white oak,,,,,,,,,,,,
-75.1515612547,39.9532809376,,Philadelphia,19106,,,367791,,2014-09-29T22:19:32.937126+00:00,ptmadmin,279746,True,Quercus,shumardii,,,Shumard oak,,,,,,,,,,,,
-75.1456475508,39.9540437846,,Philadelphia,19106,,,368159,,2014-09-29T22:19:40.969113+00:00,ptmadmin,280075,True,Acer,saccharum,,,Sugar maple,,,,,,,,,,,,
-75.1459105082,39.9560778942,319 Vine Street,Philadelphia,19106,,,368235,,2014-09-29T22:19:42.661754+00:00,ptmadmin,280147,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1533030316,39.9510004447,754-798 Market Street,Philadelphia,19106,,,369576,,2014-09-29T22:20:15.913830+00:00,ptmadmin,281543,True,Acer,ginnala,,,Amur maple,,,,,,,,,,,,
-75.1453377772,39.9502241043,,Philadelphia,19106,,,369872,,2014-09-29T22:20:22.979350+00:00,ptmadmin,281849,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1503789997,39.9502081002,41 South 6th Street,Philadelphia,19106,,,369980,,2014-09-29T22:20:25.631405+00:00,ptmadmin,281967,True,Quercus,bicolor,,,Swamp white oak,,,,,,,,,,,,
-75.1512046114,39.9538944076,132-154 North 7th Street,Philadelphia,19106,,,340813,,2014-09-29T22:19:45.539590+00:00,ptmadmin,280269,True,Ulmus,parvifolia,,,Chinese elm,,,,,,,,,,,,
-75.1539355781,39.9492504848,,Philadelphia,19106,,,369380,,2014-09-29T22:20:10.877471+00:00,ptmadmin,281329,True,Ulmus,x homestead,,,Homestead elm,,,,,,,,,,,,
-75.1524044728,39.9509009268,,Philadelphia,19106,,,369530,,2014-09-29T22:20:14.685917+00:00,ptmadmin,281490,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1511052813,39.9493205526,601 Chestnut Street,Philadelphia,19106,,,369734,,2014-09-29T22:20:19.640320+00:00,ptmadmin,281705,True,Acer,truncatum x platanoides,,,Norwegian sunset maple,,,,,,,,,,,,
-75.1444316805,39.9469114288,172-198 South 2nd Street,Philadelphia,19106,,,370163,,2014-09-29T22:20:29.754800+00:00,ptmadmin,282144,True,Tilia,tomentosa,,,Silver linden,,,,,,,,,,,,
-75.1455078511,39.9532200416,301 Cherry Street,Philadelphia,19106,,,368402,,2014-09-29T22:19:46.901356+00:00,ptmadmin,280327,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.1477752678,39.9482292775,116 South 4th Street,Philadelphia,19106,,,370083,,2014-09-29T22:20:28.054828+00:00,ptmadmin,282072,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1482553315,39.9534378581,,Philadelphia,19106,,,368391,,2014-09-29T22:19:46.624696+00:00,ptmadmin,280315,True,Acer,campestre,,,Hedge maple,,,,,,,,,,,,
-75.1465100384,39.9534184401,131 North 4th Street,Philadelphia,19106,,,340800,,2014-09-29T22:19:45.046011+00:00,ptmadmin,280248,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.144438313,39.9552727794,,Philadelphia,19106,,,368243,,2014-09-29T22:19:42.847023+00:00,ptmadmin,280155,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1446081882,39.9547523808,,Philadelphia,19106,,,368283,,2014-09-29T22:19:44.533741+00:00,ptmadmin,280226,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.145821384,39.9486848189,241 Chestnut Street,Philadelphia,19106,,,369795,,2014-09-29T22:20:21.192600+00:00,ptmadmin,281773,True,Platanus,occidentalis,,,American sycamore,,,,,,,,,,,,
-75.1471291997,39.9502895157,330 Market St,Philadelphia,19106,,,369821,,2014-09-29T22:20:21.721572+00:00,ptmadmin,281796,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
-75.1421951236,39.951847113,113 Arch Street,Philadelphia,19106,,,368149,,2014-09-29T22:19:40.594211+00:00,ptmadmin,280059,True,Acer,rubrum,,,Red maple,,,,,,,,,,,,
-75.1464713423,39.953592863,137 North 4th Street,Philadelphia,19106,,,368326,,2014-09-29T22:19:45.093853+00:00,ptmadmin,280250,True,Sophora,japonica,,,Japanese pagoda tree,,,,,,,,,,,,
-75.1428414486,39.9472553507,100-198 Sansom St,Philadelphia,19106,,,370209,,2014-09-29T22:20:31.816648+00:00,ptmadmin,282232,True,Quercus,rubra,,,Northern red oak,,,,,,,,,,,,
-75.1454341125,39.956604467,351-399 Wood St,Philadelphia,19106,,,366885,,2014-09-29T22:19:12.254753+00:00,ptmadmin,278868,True,Gleditsia,triacanthos,,,Honeylocust,,,,,,,,,,,,
